TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Offence Against a Person,2022,1,2,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,1,6,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,6,28,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,1,18,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,1,30,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,2,10,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,3,6,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,3,28,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,6,15,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,1,19,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,3,28,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,4,16,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,5,22,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,5,24,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,6,6,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Offence Against a Person,2022,6,11,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Other Theft,2022,7,2,17,20,10XX E HASTINGS ST,Strathcona,494034.7118,5458690.535
Other Theft,2022,4,26,20,0,10XX MAIN ST,Strathcona,492743.2373,5458089.609
Other Theft,2022,1,26,13,0,10XX PARKER ST,Strathcona,494080.0022,5458126.759
Other Theft,2022,5,1,12,0,10XX PARKER ST,Strathcona,494121.823,5458125.683
Other Theft,2022,2,20,5,30,10XX STATION ST,Strathcona,492788.8096,5458080.018
Other Theft,2022,2,8,17,56,11XX E GEORGIA ST,Strathcona,494151.8396,5458384.28
Other Theft,2022,4,18,21,38,11XX E HASTINGS ST,Strathcona,494225.5817,5458699.461
Other Theft,2022,6,1,16,22,11XX E PENDER ST,Strathcona,494166.864,5458585.125
Other Theft,2022,2,21,15,50,11XX MAIN ST,Strathcona,492740.269,5457978.104
Other Theft,2022,4,19,20,0,11XX MAIN ST,Strathcona,492740.4812,5457985.81
Other Theft,2022,1,20,14,49,12XX E HASTINGS ST,Strathcona,494265.1864,5458714.089
Other Theft,2022,1,30,8,11,12XX E HASTINGS ST,Strathcona,494265.1864,5458714.089
Other Theft,2022,4,27,20,30,12XX E PENDER ST,Strathcona,494276.3075,5458633.796
Other Theft,2022,5,19,16,17,12XX E PENDER ST,Strathcona,494276.3075,5458633.796
Other Theft,2022,3,18,0,0,15XX VERNON DR,Strathcona,494276.7411,5457557.165
Other Theft,2022,5,11,0,0,15XX VERNON DR,Strathcona,494276.7411,5457557.165
Other Theft,2022,5,24,13,30,1XX DUNLEVY AVE,Strathcona,493063.919,5458989.993
Other Theft,2022,6,30,9,15,1XX DUNLEVY AVE,Strathcona,493063.9359,5458990.628
Other Theft,2022,5,11,0,0,1XX DUNLEVY AVE,Strathcona,493064.1212,5458997.393
Other Theft,2022,5,26,0,30,1XX DUNLEVY AVE,Strathcona,493064.1212,5458997.393
Other Theft,2022,4,30,7,0,1XX DUNLEVY AVE,Strathcona,493073.2937,5458998.326
Other Theft,2022,3,28,15,0,1XX PRINCESS AVE,Strathcona,493350.4732,5459011.181
Other Theft,2022,4,19,8,0,1XX PRINCESS AVE,Strathcona,493350.4732,5459011.181
Other Theft,2022,4,30,10,0,1XX PRINCESS AVE,Strathcona,493350.4732,5459011.181
Other Theft,2022,6,7,7,2,1XX PRINCESS AVE,Strathcona,493350.4732,5459011.181
Other Theft,2022,2,14,22,41,1XX PRINCESS AVE,Strathcona,493350.5691,5459014.069
Other Theft,2022,5,10,9,10,21XX KEITH DR,Strathcona,494228.7233,5456962.125
Other Theft,2022,2,17,18,30,21XX KEITH DR,Strathcona,494231.8666,5456981.479
Other Theft,2022,7,7,14,55,2XX ALEXANDER ST,Strathcona,492842.1093,5459045.693
Other Theft,2022,1,30,14,3,2XX ALEXANDER ST,Strathcona,492869.8189,5459044.703
Other Theft,2022,1,28,15,57,2XX DUNLEVY AVE,Strathcona,493061.6671,5458907.623
Other Theft,2022,2,10,13,41,2XX DUNLEVY AVE,Strathcona,493061.6671,5458907.623
Other Theft,2022,2,16,10,0,2XX DUNLEVY AVE,Strathcona,493061.6671,5458907.623
Other Theft,2022,3,5,15,19,2XX DUNLEVY AVE,Strathcona,493061.6671,5458907.623
Other Theft,2022,3,28,23,0,2XX DUNLEVY AVE,Strathcona,493061.6671,5458907.623
Other Theft,2022,2,7,5,0,2XX E GEORGIA ST,Strathcona,492768.0694,5458423.394
Other Theft,2022,6,4,20,40,2XX E GEORGIA ST,Strathcona,492768.0694,5458423.394
Other Theft,2022,1,13,0,36,2XX E GEORGIA ST,Strathcona,492783.8179,5458432.186
Other Theft,2022,1,3,11,58,2XX E GEORGIA ST,Strathcona,492787.7036,5458432.099
Other Theft,2022,3,20,20,0,2XX E GEORGIA ST,Strathcona,492787.7036,5458432.099
Other Theft,2022,5,22,15,0,2XX E GEORGIA ST,Strathcona,492916.3825,5458420.058
Other Theft,2022,1,24,8,0,2XX E HASTINGS ST,Strathcona,492757.755,5458732.61
Other Theft,2022,3,7,8,44,2XX E HASTINGS ST,Strathcona,492757.755,5458732.61
Other Theft,2022,4,17,16,0,2XX E HASTINGS ST,Strathcona,492757.755,5458732.61
Other Theft,2022,3,21,12,58,2XX E HASTINGS ST,Strathcona,492803.7646,5458731.458
Other Theft,2022,5,2,12,43,2XX E HASTINGS ST,Strathcona,492807.2631,5458740.517
Other Theft,2022,1,13,14,29,2XX E HASTINGS ST,Strathcona,492811.8811,5458731.254
Other Theft,2022,6,16,21,29,2XX E HASTINGS ST,Strathcona,492812.1101,5458740.395
Other Theft,2022,3,21,23,0,2XX E HASTINGS ST,Strathcona,492837.8776,5458730.603
Other Theft,2022,7,2,12,0,2XX E HASTINGS ST,Strathcona,492843.8126,5458730.455
Other Theft,2022,1,19,11,15,2XX E HASTINGS ST,Strathcona,492847.009,5458739.522
Other Theft,2022,5,1,14,9,2XX E HASTINGS ST,Strathcona,492847.009,5458739.522
Other Theft,2022,6,27,17,46,2XX E HASTINGS ST,Strathcona,492847.009,5458739.522
Other Theft,2022,4,26,14,30,2XX E HASTINGS ST,Strathcona,492855.5945,5458739.306
Other Theft,2022,6,22,7,30,2XX E HASTINGS ST,Strathcona,492855.5945,5458739.306
Other Theft,2022,6,28,13,22,2XX E PENDER ST,Strathcona,492750.3323,5458625.36
Other Theft,2022,5,15,16,0,2XX E PENDER ST,Strathcona,492764.0496,5458634.092
Other Theft,2022,2,2,11,5,2XX E PENDER ST,Strathcona,492816.1929,5458623.362
Other Theft,2022,3,20,14,0,2XX E PENDER ST,Strathcona,492833.6567,5458631.98
Other Theft,2022,5,22,6,43,2XX KEEFER ST,Strathcona,492758.71,5458525.113
Other Theft,2022,7,1,1,20,2XX KEEFER ST,Strathcona,492895.0718,5458521.1
Other Theft,2022,6,6,22,3,2XX POWELL ST,Strathcona,492763.1439,5458937.777
Other Theft,2022,1,11,11,29,2XX POWELL ST,Strathcona,492827.4875,5458935.818
Other Theft,2022,5,6,22,30,2XX POWELL ST,Strathcona,492840.0974,5458944.582
Other Theft,2022,2,17,19,59,2XX UNION ST,Strathcona,492793.84,5458332.99
Other Theft,2022,1,10,16,34,2XX UNION ST,Strathcona,492804.8931,5458332.559
Other Theft,2022,3,23,6,26,2XX UNION ST,Strathcona,492865.1914,5458321.062
Other Theft,2022,6,30,12,48,3XX ALEXANDER ST,Strathcona,492890.2142,5459034.847
Other Theft,2022,1,7,17,30,3XX ALEXANDER ST,Strathcona,492900.992,5459043.655
Other Theft,2022,6,21,17,40,3XX ALEXANDER ST,Strathcona,492907.9472,5459034.287
Other Theft,2022,3,10,19,9,3XX ALEXANDER ST,Strathcona,492914.5747,5459043.226
Other Theft,2022,1,12,9,35,3XX ALEXANDER ST,Strathcona,492927.8688,5459033.657
Other Theft,2022,3,5,23,0,3XX ALEXANDER ST,Strathcona,492927.8688,5459033.657
Other Theft,2022,5,17,18,10,3XX ALEXANDER ST,Strathcona,492927.8688,5459033.657
Other Theft,2022,1,14,17,0,3XX ALEXANDER ST,Strathcona,492944.8472,5459033.121
Other Theft,2022,1,24,21,0,3XX ALEXANDER ST,Strathcona,492944.8472,5459033.121
Other Theft,2022,4,28,0,0,3XX ALEXANDER ST,Strathcona,492944.8472,5459033.121
Other Theft,2022,6,25,5,0,3XX ALEXANDER ST,Strathcona,492950.5064,5459032.942
Other Theft,2022,4,21,16,0,3XX ALEXANDER ST,Strathcona,492951.6386,5459032.906
Other Theft,2022,4,26,7,0,3XX ALEXANDER ST,Strathcona,492951.6386,5459032.906
Other Theft,2022,5,7,0,0,3XX ALEXANDER ST,Strathcona,492971.786,5459032.27
Other Theft,2022,1,2,23,0,3XX ALEXANDER ST,Strathcona,492972.0127,5459032.263
Other Theft,2022,1,10,4,0,3XX ALEXANDER ST,Strathcona,492972.0127,5459032.263
Other Theft,2022,1,19,22,0,3XX ALEXANDER ST,Strathcona,492972.0127,5459032.263
Other Theft,2022,1,25,21,0,3XX ALEXANDER ST,Strathcona,492972.0127,5459032.263
Other Theft,2022,2,8,0,0,3XX ALEXANDER ST,Strathcona,492972.0127,5459032.263
Other Theft,2022,3,25,8,50,3XX ALEXANDER ST,Strathcona,492972.0127,5459032.263
Other Theft,2022,3,29,20,0,3XX ALEXANDER ST,Strathcona,492972.0127,5459032.263
Other Theft,2022,5,30,2,0,3XX E CORDOVA ST,Strathcona,492922.4174,5458841.678
Other Theft,2022,6,12,22,8,3XX E CORDOVA ST,Strathcona,493012.5849,5458829.541
Other Theft,2022,2,14,8,50,3XX E HASTINGS ST,Strathcona,492915.7127,5458728.633
Other Theft,2022,7,12,20,39,3XX E HASTINGS ST,Strathcona,492915.7127,5458728.633
Other Theft,2022,4,17,18,45,3XX E HASTINGS ST,Strathcona,492944.4406,5458727.782
Other Theft,2022,6,20,16,0,3XX E HASTINGS ST,Strathcona,492979.2196,5458726.752
Other Theft,2022,3,12,18,30,3XX E HASTINGS ST,Strathcona,492996.1508,5458726.25
Other Theft,2022,5,25,12,0,3XX E HASTINGS ST,Strathcona,493030.6242,5458725.228
Other Theft,2022,7,3,11,31,3XX E PENDER ST,Strathcona,492925.5435,5458620.039
Other Theft,2022,2,27,13,42,3XX GLEN DR,Strathcona,494092.895,5458797.268
Other Theft,2022,4,27,10,57,3XX INDUSTRIAL AVE,Strathcona,492908.7375,5457446.391
Other Theft,2022,1,29,11,0,3XX JACKSON AVE,Strathcona,493210.6277,5458756.553
Other Theft,2022,6,18,17,39,3XX MAIN ST,Strathcona,492758.4582,5458838.731
Other Theft,2022,4,14,17,26,3XX POWELL ST,Strathcona,492902.0617,5458933.544
Other Theft,2022,5,8,14,42,3XX POWELL ST,Strathcona,492902.0617,5458933.544
Other Theft,2022,1,5,17,30,3XX POWELL ST,Strathcona,492946.933,5458941.309
Other Theft,2022,2,22,7,30,3XX POWELL ST,Strathcona,492946.933,5458941.309
Other Theft,2022,3,16,10,30,3XX POWELL ST,Strathcona,492946.933,5458941.309
Other Theft,2022,7,2,15,46,3XX POWELL ST,Strathcona,492946.933,5458941.309
Other Theft,2022,2,16,17,0,3XX POWELL ST,Strathcona,493061.5929,5458928.625
Other Theft,2022,5,10,17,0,3XX PRINCESS AVE,Strathcona,493344.0156,5458748.212
Other Theft,2022,4,13,14,15,3XX TERMINAL AVE,Strathcona,492883.0932,5457735.47
Other Theft,2022,6,18,7,12,3XX TERMINAL AVE,Strathcona,492883.0932,5457735.47
Other Theft,2022,3,30,16,19,3XX TERMINAL AVE,Strathcona,492886.3906,5457734.629
Other Theft,2022,4,4,3,0,3XX TERMINAL AVE,Strathcona,492886.3906,5457734.629
Other Theft,2022,4,19,15,9,3XX TERMINAL AVE,Strathcona,492886.3906,5457734.629
Other Theft,2022,1,13,18,26,3XX TERMINAL AVE,Strathcona,492994.8317,5457706.971
Other Theft,2022,2,28,15,6,3XX TERMINAL AVE,Strathcona,492994.8317,5457706.971
Other Theft,2022,2,28,15,9,3XX TERMINAL AVE,Strathcona,492994.8317,5457706.971
Other Theft,2022,3,1,14,20,3XX TERMINAL AVE,Strathcona,492994.8317,5457706.971
Other Theft,2022,3,3,14,49,3XX TERMINAL AVE,Strathcona,492994.8317,5457706.971
Other Theft,2022,4,8,16,18,3XX TERMINAL AVE,Strathcona,492994.8317,5457706.971
Other Theft,2022,5,6,15,36,3XX TERMINAL AVE,Strathcona,492994.8317,5457706.971
Other Theft,2022,1,26,14,18,3XX TERMINAL AVE,Strathcona,493000.1651,5457727.574
Other Theft,2022,4,29,8,48,3XX TERMINAL AVE,Strathcona,493041.9951,5457716.323
Other Theft,2022,7,9,17,0,4XX ALEXANDER ST,Strathcona,493093.5497,5459037.777
Other Theft,2022,3,16,13,0,4XX CAMPBELL AVE,Strathcona,493827.1899,5458672.786
Other Theft,2022,7,10,18,0,4XX CAMPBELL AVE,Strathcona,493837.1882,5458700.489
Other Theft,2022,4,2,10,8,4XX E CORDOVA ST,Strathcona,493084.9879,5458827.356
Other Theft,2022,4,20,18,0,4XX E CORDOVA ST,Strathcona,493084.9879,5458827.356
Other Theft,2022,1,30,6,30,4XX E CORDOVA ST,Strathcona,493087.1644,5458827.306
Other Theft,2022,2,10,17,36,4XX E CORDOVA ST,Strathcona,493087.1644,5458827.306
Other Theft,2022,7,8,10,4,4XX E CORDOVA ST,Strathcona,493096.0454,5458827.102
Other Theft,2022,1,19,4,6,4XX E HASTINGS ST,Strathcona,493065.2895,5458724.2
Other Theft,2022,6,22,7,0,4XX E HASTINGS ST,Strathcona,493065.2895,5458724.2
Other Theft,2022,2,7,21,0,4XX E HASTINGS ST,Strathcona,493071.0867,5458733.175
Other Theft,2022,2,26,0,12,4XX E HASTINGS ST,Strathcona,493071.0867,5458733.175
Other Theft,2022,7,8,11,0,4XX E HASTINGS ST,Strathcona,493142.2075,5458721.9
Other Theft,2022,3,16,11,39,4XX E PENDER ST,Strathcona,493062.6177,5458615.689
Other Theft,2022,2,4,15,30,4XX MAIN ST,Strathcona,492754.3319,5458734.117
Other Theft,2022,1,12,13,30,4XX POWELL ST,Strathcona,493110.1434,5458936.316
Other Theft,2022,4,23,11,0,4XX POWELL ST,Strathcona,493164.3723,5458934.694
Other Theft,2022,5,14,12,3,4XX PRINCESS AVE,Strathcona,493351.9607,5458714.309
Other Theft,2022,1,11,12,50,4XX RAILWAY ST,Strathcona,493118.8972,5459126.903
Other Theft,2022,6,18,18,15,4XX TERMINAL AVE,Strathcona,493114.4002,5457675.241
Other Theft,2022,7,6,0,0,5XX CAMPBELL AVE,Strathcona,493833.5578,5458581.956
Other Theft,2022,6,29,18,44,5XX CAMPBELL AVE,Strathcona,493834.0002,5458596.536
Other Theft,2022,4,4,19,30,5XX CLARK DR,Strathcona,494383.1973,5458620.344
Other Theft,2022,2,14,7,0,5XX E 1ST AVE,Strathcona,493198.0224,5457292.531
Other Theft,2022,3,24,14,45,5XX E 1ST AVE,Strathcona,493198.0224,5457292.531
Other Theft,2022,1,18,10,11,5XX E HASTINGS ST,Strathcona,493264.4067,5458718.046
Other Theft,2022,2,25,20,44,5XX MAIN ST,Strathcona,492751.8396,5458578.973
Other Theft,2022,6,18,1,0,5XX POWELL ST,Strathcona,493290.5967,5458921.737
Other Theft,2022,4,11,14,0,5XX POWELL ST,Strathcona,493306.4085,5458930.406
Other Theft,2022,1,4,17,30,6XX ALEXANDER ST,Strathcona,493467.6694,5459017.205
Other Theft,2022,6,12,23,10,6XX E CORDOVA ST,Strathcona,493428.0536,5458826.341
Other Theft,2022,5,17,1,0,6XX E HASTINGS ST,Strathcona,493351.7101,5458715.168
Other Theft,2022,4,16,17,20,6XX E HASTINGS ST,Strathcona,493351.9542,5458724.309
Other Theft,2022,1,20,2,18,6XX E HASTINGS ST,Strathcona,493354.7701,5458724.234
Other Theft,2022,2,7,6,45,6XX E HASTINGS ST,Strathcona,493354.7701,5458724.234
Other Theft,2022,2,14,23,17,6XX E HASTINGS ST,Strathcona,493354.7701,5458724.234
Other Theft,2022,3,18,7,0,6XX E HASTINGS ST,Strathcona,493354.7701,5458724.234
Other Theft,2022,3,29,12,30,6XX E HASTINGS ST,Strathcona,493414.0724,5458722.65
Other Theft,2022,3,22,11,37,6XX E HASTINGS ST,Strathcona,493446.4819,5458721.785
Other Theft,2022,5,17,8,45,6XX GORE AVE,Strathcona,492933.8941,5458441.255
Other Theft,2022,1,14,14,11,6XX HAWKS AVE,Strathcona,493659.3232,5458500.647
Other Theft,2022,2,21,20,50,6XX HEATLEY AVE,Strathcona,493477.3513,5458494.45
Other Theft,2022,3,10,12,0,6XX HEATLEY AVE,Strathcona,493477.3513,5458494.45
Other Theft,2022,5,7,1,44,6XX HEATLEY AVE,Strathcona,493477.3513,5458494.45
Other Theft,2022,5,10,11,53,6XX HEATLEY AVE,Strathcona,493477.3513,5458494.45
Other Theft,2022,1,22,10,0,6XX POWELL ST,Strathcona,493386.4134,5458927.979
Other Theft,2022,7,12,9,30,6XX POWELL ST,Strathcona,493447.5005,5458916.979
Other Theft,2022,3,13,20,40,6XX POWELL ST,Strathcona,493470.9022,5458916.269
Other Theft,2022,4,26,15,0,6XX POWELL ST,Strathcona,493473.3172,5458925.344
Other Theft,2022,5,28,16,30,7XX GORE AVE,Strathcona,492937.5724,5458394.182
Other Theft,2022,7,8,19,58,7XX GORE AVE,Strathcona,492949.8119,5458351.998
Other Theft,2022,1,27,15,0,7XX HAWKS AVE,Strathcona,493655.9369,5458385.644
Other Theft,2022,6,5,4,36,7XX JACKSON AVE,Strathcona,493190.4495,5458389.259
Other Theft,2022,4,15,20,0,7XX KEEFER ST,Strathcona,493506.14,5458503.588
Other Theft,2022,3,12,1,0,7XX MAIN ST,Strathcona,492747.661,5458425.562
Other Theft,2022,1,31,10,31,7XX NATIONAL AVE,Strathcona,493654.4629,5457775.949
Other Theft,2022,2,7,5,30,8XX DUNLEVY AVE,Strathcona,493055.2732,5458304.305
Other Theft,2022,7,5,11,0,8XX E GEORGIA ST,Strathcona,493672.824,5458406.64
Other Theft,2022,5,18,21,0,8XX E HASTINGS ST,Strathcona,493669.1265,5458703.037
Other Theft,2022,3,29,15,3,8XX E HASTINGS ST,Strathcona,493735.2731,5458710.033
Other Theft,2022,6,5,14,40,8XX E HASTINGS ST,Strathcona,493735.2731,5458710.033
Other Theft,2022,6,15,13,17,8XX E HASTINGS ST,Strathcona,493735.2731,5458710.033
Other Theft,2022,3,24,17,30,8XX E HASTINGS ST,Strathcona,493788.0646,5458708.314
Other Theft,2022,2,17,14,0,8XX E HASTINGS ST,Strathcona,493791.0666,5458699.068
Other Theft,2022,5,19,14,25,8XX E HASTINGS ST,Strathcona,493821.0592,5458707.24
Other Theft,2022,2,7,9,43,8XX POWELL ST,Strathcona,493719.254,5458907.7
Other Theft,2022,2,15,14,51,8XX POWELL ST,Strathcona,493719.2956,5458907.698
Other Theft,2022,1,19,18,0,8XX TERMINAL AVE,Strathcona,493842.3651,5457511.954
Other Theft,2022,2,19,13,24,9XX MAIN ST,Strathcona,492745.9214,5458192.933
Other Theft,2022,3,8,8,31,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.329
Other Theft,2022,3,10,14,46,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.329
Other Theft,2022,3,13,8,48,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.329
Other Theft,2022,3,22,20,27,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.329
Other Theft,2022,3,26,9,34,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.329
Other Theft,2022,3,26,14,47,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.329
Other Theft,2022,3,29,12,1,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.329
Other Theft,2022,5,3,13,6,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.329
Other Theft,2022,5,6,10,58,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.329
Other Theft,2022,5,17,6,55,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.329
Other Theft,2022,5,17,8,3,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.329
Other Theft,2022,5,17,16,16,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.329
Other Theft,2022,5,17,18,51,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.329
Other Theft,2022,6,3,19,12,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.329
Other Theft,2022,6,9,8,30,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.329
Other Theft,2022,6,13,8,22,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.329
Other Theft,2022,6,13,10,33,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.329
Other Theft,2022,6,13,13,34,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.329
Other Theft,2022,6,16,13,12,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.329
Other Theft,2022,6,23,12,39,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.329
Other Theft,2022,6,24,13,0,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.329
Other Theft,2022,7,11,11,25,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.329
Other Theft,2022,1,12,12,19,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Other Theft,2022,1,13,15,2,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Other Theft,2022,1,25,14,20,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Other Theft,2022,1,29,13,35,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Other Theft,2022,2,11,19,55,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Other Theft,2022,2,24,14,55,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Other Theft,2022,3,5,12,45,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Other Theft,2022,3,24,14,23,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Other Theft,2022,4,5,17,17,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Other Theft,2022,4,20,17,36,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Other Theft,2022,4,22,18,32,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Other Theft,2022,4,24,8,18,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Other Theft,2022,4,26,9,22,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Other Theft,2022,5,5,17,0,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Other Theft,2022,6,12,11,30,ALEXANDER ST / DUNLEVY AVE,Strathcona,493069.6881,5459033.752
Other Theft,2022,1,5,8,18,ALEXANDER ST / GORE AVE,Strathcona,492884.8125,5459039.591
Other Theft,2022,5,27,18,0,ALEXANDER ST / JACKSON AVE,Strathcona,493214.2923,5459030.425
Other Theft,2022,2,24,15,0,E GEORGIA ST / MAIN ST,Strathcona,492743.2453,5458428.526
Other Theft,2022,2,27,16,30,E GEORGIA ST / MAIN ST,Strathcona,492743.2456,5458428.526
Other Theft,2022,6,20,19,49,E HASTINGS ST / GORE AVE,Strathcona,492911.3556,5458733.336
Other Theft,2022,4,17,23,0,E HASTINGS ST / JACKSON AVE,Strathcona,493205.0711,5458724.595
Other Theft,2022,2,26,16,0,E HASTINGS ST / MAIN ST,Strathcona,492749.7912,5458737.383
Other Theft,2022,3,15,9,30,E HASTINGS ST / MAIN ST,Strathcona,492749.7912,5458737.383
Other Theft,2022,2,25,12,0,E HASTINGS ST / MAIN ST,Strathcona,492749.7913,5458737.383
Other Theft,2022,3,2,15,37,E HASTINGS ST / MAIN ST,Strathcona,492749.7913,5458737.383
Other Theft,2022,2,17,16,0,E PENDER ST / MAIN ST,Strathcona,492748.7551,5458629.982
Other Theft,2022,4,19,9,52,E PENDER ST / MAIN ST,Strathcona,492748.7551,5458629.982
Other Theft,2022,7,9,7,20,GORE AVE / POWELL ST,Strathcona,492893.5328,5458938.382
Other Theft,2022,4,12,12,0,GORE AVE / RAILWAY ST,Strathcona,492882.5912,5459065.219
Other Theft,2022,2,17,10,15,KEEFER ST / MAIN ST,Strathcona,492745.8377,5458530.066
Other Theft,2022,1,31,11,30,MAIN ST / POWELL ST,Strathcona,492759.2545,5458942.47
Other Theft,2022,4,13,14,30,MAIN ST / POWELL ST,Strathcona,492759.2545,5458942.47
Other Theft,2022,7,8,9,0,POWELL ST / PRINCESS AVE,Strathcona,493352.1547,5458924.444
Other Theft,2022,3,9,23,0,X MAIN ST,Strathcona,492759.1772,5459217.584
Other Theft,2022,4,4,19,45,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Other Theft,2022,1,1,16,30,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Other Theft,2022,1,15,16,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Other Theft,2022,1,18,17,1,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Other Theft,2022,1,18,20,30,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Other Theft,2022,1,19,2,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Other Theft,2022,1,25,0,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Other Theft,2022,1,27,10,20,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Other Theft,2022,2,1,8,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Other Theft,2022,2,11,17,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Other Theft,2022,2,12,20,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Other Theft,2022,2,24,11,30,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Other Theft,2022,3,5,14,15,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Other Theft,2022,3,5,21,48,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Other Theft,2022,3,12,16,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Other Theft,2022,3,21,12,30,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Other Theft,2022,3,22,6,50,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Other Theft,2022,3,26,23,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Other Theft,2022,3,31,0,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Other Theft,2022,4,3,22,24,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Other Theft,2022,4,6,18,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Other Theft,2022,4,11,10,30,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Other Theft,2022,4,12,1,30,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Other Theft,2022,4,15,2,30,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Other Theft,2022,4,16,8,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Other Theft,2022,5,18,0,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Other Theft,2022,5,20,10,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Other Theft,2022,5,21,22,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Other Theft,2022,5,27,15,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Other Theft,2022,6,7,23,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
